time;open;high;low;close;volatilityIndex;LogB;LogS
467;2633.40;2703.20;2573.01;2657.83;18.45;8;11
468;2657.83;2785.94;2579.22;2596.75;17.90;6;15
469;2596.75;2669.64;2413.52;2660.33;65.00;12;6
470;2660.33;2789.80;2592.26;2633.86;64.35;10;15
471;2633.86;2731.35;2541.65;2557.90;64.99;9;16
472;2557.90;2787.57;2408.02;2587.80;64.34;10;7
473;2587.80;2664.73;2557.76;2582.46;64.34;16;13
474;2582.46;2631.47;2496.20;2594.13;63.70;10;10
475;2594.13;2622.75;2435.32;2595.05;63.70;3;15
476;2595.05;2668.33;2451.54;2555.44;63.70;2;21
477;2555.44;2628.12;2412.86;2545.03;63.70;7;13
478;2545.03;2693.29;2391.70;2575.73;63.70;13;8
479;2575.73;2752.07;2424.37;2593.17;63.70;5;10
480;2593.17;2645.82;2504.85;2542.90;63.70;16;13
481;2542.90;2616.18;2378.31;2573.89;63.06;11;10
482;2573.89;2794.05;2532.60;2532.60;63.06;8;9
483;2532.60;2632.09;2382.10;2512.46;63.69;14;16
484;2512.46;2577.79;2314.46;2573.71;63.69;10;10
485;2573.71;2573.71;2433.62;2556.40;64.33;8;23
486;2556.40;2647.87;2401.72;2549.08;64.33;9;22
487;2549.08;2711.35;2501.98;2578.79;64.97;15;16
488;2578.79;2649.81;2382.28;2551.18;64.32;1;20
489;2551.18;2630.59;2425.72;2586.38;64.32;9;10
490;2586.38;2648.00;2427.57;2648.00;64.32;2;12
491;2648.00;2789.00;2400.73;2607.41;63.68;2;25
492;2607.41;2779.93;2467.39;2641.41;64.32;9;20
493;2641.41;2802.90;2529.37;2701.14;63.67;7;7
494;2701.14;2822.51;2582.52;2658.56;63.67;7;19
495;2658.56;2748.07;2606.88;2645.27;63.67;10;21
496;2645.27;2742.55;2537.84;2660.33;63.67;9;14
497;2660.33;2697.59;2426.56;2570.69;63.67;3;16
498;2570.69;2643.85;2395.58;2488.32;63.67;6;14
499;2488.32;2620.95;2400.72;2488.38;18.81;13;2
