time;open;high;low;close;volatilityIndex;LogB;LogS
484;1592.00;1670.56;1545.74;1599.91;12.34;7;15
485;1599.91;1687.74;1457.81;1552.35;11.85;8;11
486;1552.35;1724.66;1464.85;1541.31;11.61;19;3
487;1541.31;1742.42;1394.96;1624.53;11.27;26;2
488;1624.53;1819.66;1557.69;1737.83;11.60;17;0
489;1737.83;1810.94;1597.72;1768.96;11.60;22;9
490;1768.96;1813.99;1628.11;1694.62;11.72;11;12
491;1694.62;1908.35;1554.10;1706.21;12.07;8;13
492;1706.21;1832.52;1440.97;1757.73;12.55;3;8
493;1757.73;1882.29;1660.03;1768.76;12.55;11;13
494;1768.76;1841.32;1670.83;1760.10;12.68;13;12
495;1760.10;1828.47;1629.15;1828.47;12.81;16;8
496;1828.47;2020.20;1804.31;1817.38;12.68;15;9
497;1817.38;1836.69;1679.88;1831.10;13.19;6;12
498;1831.10;1919.60;1680.69;1792.59;12.79;3;17
499;1792.59;1847.04;1600.55;1801.31;12.92;4;11
